Date,TSLA,BND,SPY
2022-04-18,334.7633361816406,66.64485168457031,413.3746032714844
2022-04-19,342.7166748046875,66.22840118408203,420.04754638671875
2022-04-20,325.73333740234375,66.64485168457031,419.7359924316406
2022-04-21,336.260009765625,66.28912353515625,413.4595031738281
2022-04-22,335.01666259765625,66.20236206054688,402.11444091796875
2022-04-25,332.67333984375,66.61885833740234,404.4457702636719
2022-04-26,292.1400146484375,66.79238891601562,392.7327575683594
2022-04-27,293.836669921875,66.58415985107422,393.8369445800781
2022-04-28,292.5033264160156,66.55809783935547,403.7851867675781
2022-04-29,290.2533264160156,66.10692596435547,388.8630065917969
2022-05-02,300.9800109863281,65.76879119873047,391.2037048339844
2022-05-03,303.0833435058594,65.92521667480469,392.9970397949219
2022-05-04,317.5400085449219,66.3511962890625,404.96490478515625
2022-05-05,291.09332275390625,65.6905517578125,390.57135009765625
2022-05-06,288.54998779296875,65.4123764038086,388.239990234375
2022-05-09,262.3699951171875,65.70792388916016,375.8095703125
